WINTER 13 : 6/11/2013 6:18:32 PM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Report Title: All Classes ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Non-Clustered Classes: ,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
252,SPAN&122  H1,SPANISH II,5,MTWTh,10:00 AM,BE 4167,"Quintero, d.",17,/,30,0,5.7,4.7,
253,SPAN&122  H2,SPANISH II,5,MTWTh,11:00 AM,BE 4167,Quintero ,20,/,30,0,6.7,5,
254,SPAN&122  04,SPANISH II,5,TTh,6:00 PM,BE 4171,Quintana ,33,/,30,0,11,10,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
9090,SPAN&122  VI,SPANISH II,5,Tele,-,-,Quintero ,25,/,25,0,8.3,7.7,
275,SPAN 238  HY,CHICANO NARRATIVE,5,MTWTh,12:00 PM,,Cancel 11/24,0,/,30,0,0,0,
276,SPAN 299  01,INDEPENDENT STUDY - SPAN,5,Arr,AR:R M,BE 4128,"Lane,bradley",0,/,5,0,0,0,
360,SPS 201  01,SUR OF HEARING IMPAIRMNT,5,TTh,3:00 PM,BE 1148,Klarman ,11,/,35,0,3.7,3.3,
7970,SSC 197  01,WORK EXP:SOCIAL SCIENCE,8,Arr,AR:R M,-,"Kato, karen ",1,/,25,0,0.3,0.3,
3895,SURG 123  01,SURGICAL THEORY II,12,MTWTh,8:00 AM,BE 3188,Hallman ,18,/,24,0,14.4,15.2,
3896,SURG 125  01,CLINICAL PRACTICE I,7,MTW,AR:R M,-,"Whitsitt, j.",18,/,24,0,8.4,8.9,
1441,UGR 294  01,SPEC TOP: UNDRGRAD RSRCH,5,W,2:00 PM,SAM0105,Wiseley ,15,/,24,0,4.1,3.8,
7426,WCO 110  01,INTRO TO PROF WOODWORKIN,18,MTWTh,8:30 AM,WCM0000,"Borgatti, d.",30,/,16,0,36,34.8,
7427,WCO 130  01,MARINE CARPENTRY,18,MTWTh,8:30 AM,WCM0000,Sanstad ,18,/,16,0,21.6,21.6,
7428,WCO 140  01,CARPENTRY,18,Arr,8:30 AM,WCO0000,Mestemacher ,1,/,2,0,1.2,1.2,
7440,WCO 142  01,INTRO CARPENTRY BLUEPRIN,4,MTWTh,AR:R M,WCM0000,cancel 1/29 ,0,/,6,0,0,0,
7441,WCO 143  01,BUILDING SITE SYSTEM,5,MTWTh,AR:R M,WCM0000,cancel 1/28 ,0,/,6,0,0,0,
7442,WCO 144  01,FOUNDATION SYSTEM,9,MTWTh,AR:R M,WCM0000,Cancel/jan28,0,/,6,0,0,0,
7443,WCO 145  01,FRAMING SYSTEMS,9,MTWTh,AR:R M,WCM0000,Mestemacher ,15,/,6,0,9,9,
7444,WCO 146  01,ROOF SYSTEM,5,MTWTh,AR:R M,WCM0000,Mestemacher ,15,/,6,0,5,5,
7445,WCO 147  01,STAIR SYSTEM,4,MTWTh,AR:R M,WCM0000,Mestemacher ,15,/,6,0,4,4,
7446,WCO 148  01,EXTERIOR FINISHES,9,MTWTh,AR:R M,WCM0000,Mestemacher ,4,/,5,0,2.4,2.4,
7447,WCO 149  01,INTERIOR FINISHES,9,MTWTh,AR:R M,WCM0000,Mestemacher ,4,/,5,0,2.4,2.4,
7433,WCO 150  02,CABINETMAKING&FINE WOODW,18,MTWTh,8:30 AM,WCM0000,"Wasserman,j.",14,/,16,0,16.8,16.8,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
7429,WCO 150  01,CABINETMAKING/FINE WOODW,18,MTWTh,8:30 AM,WCM0000,"Harvey, john",18,/,16,0,21.6,21.6,
7980,WCO 197  01,WORK EXP: WOOD CONST.,12,Arr,AR:R M,-,"Kato, karen ",0,/,15,0,0,0,
7431,WCO 299  01,SPECIAL PROJ/BOATBUILDNG,18,Arr,AR:R M,ARR,Sanstad. g. ,2,/,5,0,1.6,1.6,
3230,WEB 105  01,WORKING ON A WEB TEAM,3,TTh,3:30 PM,BE 3175,"Sinkula,mike",31,/,30,5,6.2,6,
3233,WEB 110  01,WEB AUTHORING I,4,MW,1:00 PM,BE 3174,"Plante, p. ",30,/,30,2,8,6.9,
3235,WEB 110  02,WEB AUTHORING I,4,TTh,7:00 PM,BE 3174,"Newman, sara",22,/,30,0,5.9,4.3,
3231,WEB 112  01,TYPOGRAPHY FOR THE WEB,3,TTh,2:00 PM,BE 5104,"Sinkula,mike",28,/,30,0,5.6,5,
3232,WEB 114  01,PHOTOSHOP FOR THE WEB,3,TTh,5:30 PM,,cancel 10/5 ,0,/,30,0,0,0,
3234,WEB 120  02,WEB AUTHORING II,4,MW,5:00 PM,BE 3174,"Gildea,raven",14,/,30,0,3.7,3.7,
3237,WEB 120  01,WEB AUTHORING II,4,TTh,10:00 AM,BE 3156,"Newman, sara",20,/,30,0,5.3,4.8,
3239,WEB 150  01,INTRO TO JAVASCRIPT,4,MW,11:00 AM,BE 3175,Eichler west,19,/,30,0,5.1,4.8,
3240,WEB 150  02,INTRO TO JAVASCRIPT,4,TTh,7:30 PM,BE 3175,"Wilburn, t. ",14,/,30,0,3.7,3.5,
3242,WEB 200  01,THEORY OF WEB DESIGN,4,MW,7:00 PM,BE 3174,"Sinkula,mike",27,/,30,0,7.2,6.9,
,,,,,,,,,,,,,,
Clustered Classes:,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
21,BUS 104  01,KEYBOARDING,3,DAILY,9:00 AM,BE 3175,Copeland ,17,/,25,0,3.4,2.8,0021B233
22,BUS 106  01,SPEEDBUILDING,3,DAILY,9:00 AM,BE 3175,Copeland ,4,/,25,0,0.8,0.8,0021B233
559,ART 111  01,DRAWING,5,MW,10:00 AM,FA 0403,Garmendia ,20,/,0,0,6.7,2.7,0559B233
562,ART 112  01,DRAWING,5,MW,10:00 AM,FA 0403,Garmendia ,5,/,0,0,1.7,1.7,0559B233
565,ART 113  01,DRAWING,5,MW,10:00 AM,FA 0403,"Garmendia,t.",1,/,0,0,0.3,0.3,0559B233
560,ART 111  02,DRAWING,5,MW,6:00 PM,FA 0403,Barrie ,20,/,0,0,6.7,2,0560B233
563,ART 112  02,DRAWING,5,MW,6:00 PM,FA 0403,Barrie ,6,/,0,0,2,1.3,0560B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
566,ART 113  02,DRAWING,5,MW,6:00 PM,FA 0403,Barrie ,1,/,0,0,0.3,0,0560B233
561,ART 111  03,DRAWING,5,TTh,9:00 AM,FA 0402,Tanzi ,22,/,0,0,7.3,5.7,0561B233
564,ART 112  03,DRAWING,5,TTh,9:00 AM,FA 0402,Tanzi ,2,/,0,0,0.7,0.3,0561B233
567,ART 113  03,DRAWING,5,TTh,9:00 AM,FA 0402,Tanzi ,2,/,0,0,0.7,0.3,0561B233
568,ART 121  01,INTRO TO PRINTMAKING,5,TTh,1:00 PM,FA 0404,Garmendia ,19,/,0,0,6.3,4.7,0568B233
569,ART 122  01,PRINTMAKING II,5,TTh,1:00 PM,FA 0404,Garmendia ,5,/,0,0,1.7,1.3,0568B233
570,ART 123  01,PRINTMAKING III,5,TTh,1:00 PM,FA 0404,Garmendia ,2,/,0,0,0.7,0.7,0568B233
573,ART 201  01,PAINTING,5,TTh,10:00 AM,FA 0403,Garmendia ,18,/,0,0,6,5.7,0573B233
575,ART 202  01,PAINTING,5,TTh,10:00 AM,FA 0403,Garmendia ,5,/,0,0,1.7,1.7,0573B233
577,ART 203  01,PAINTING,5,TTh,10:00 AM,FA 0403,"Garmendia,t.",4,/,0,0,1.3,1,0573B233
574,ART 201  02,PAINTING,5,TTh,6:00 PM,FA 0403,"Chubotin, y.",20,/,0,0,6.7,4.7,0574B233
576,ART 202  02,PAINTING,5,TTh,6:00 PM,FA 0403,"Chubotin, y.",6,/,0,0,2,1.3,0574B233
578,ART 203  02,PAINTING,5,TTh,6:00 PM,FA 0403,"Chubotin, y.",0,/,0,0,0,0,0574B233
617,DRMA 121  01,ACTING,5,TTh,9:00 AM,ET 0104,"Nichols,greg",24,/,0,0,8,6.7,0617B233
618,DRMA 122  01,ACTING,5,TTh,9:00 AM,ET 0104,"Nichols,greg",0,/,0,0,0,0,0617B233
619,DRMA 123  01,ACTING,5,TTh,9:00 AM,ET 0104,"Nichols,greg",0,/,0,0,0,0,0617B233
621,DRMA 204  01,INTRO TO JAZZ DANCE I,5,TTh,6:00 PM,FA 0113,Kuroiwa ,19,/,0,0,6.3,2.7,0621B233
623,DRMA 205  01,INTRO TO JAZZ DANCE II,5,TTh,6:00 PM,FA 0113,Kuroiwa ,4,/,0,0,1.3,1,0621B233
625,DRMA 206  01,INTRO TO JAZZ DANCE III,5,TTh,6:00 PM,FA 0113,Kuroiwa ,0,/,0,0,0,0,0621B233
655,ENGL 096  HET,COL PREP WRITING III,5,MW,6:00 PM,-,"Cole, d. ",2,/,25,0,0.7,0.7,0681B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
681,ENGL&101  HET,ENGLISH COMPOSITION I,5,MW,6:00 PM,-,"Cole, d. ",6,/,0,0,2,2,0681B233
858,MUSC 119  01,BEGINNING GROUP VOICE,2,MWF,11:00 AM,BPH0202,Mesler ,19,/,0,0,2.5,1.7,0858B233
859,MUSC 120  01,INTERMEDIATE GROUP VOICE,2,MWF,11:00 AM,BPH0202,Mesler ,3,/,0,0,0.4,0.4,0858B233
860,MUSC 126  01,BEGINNING GROUP PIANO,2,MWF,8:00 AM,BPH0202,Sasaki ,14,/,16,0,1.9,1.5,0860B233
870,MUSC 127  01,INTERMEDIATE PIANO I,2,MWF,8:00 AM,BPH0202,Sasaki ,1,/,0,0,0.1,0.1,0860B233
880,MUSC 128  01,INTERMEDIATE PIANO II,2,MWF,8:00 AM,BPH0202,Sasaki ,1,/,0,0,0.1,0.1,0860B233
861,MUSC 126  02,BEGINNING GROUP PIANO,2,MWF,9:00 AM,BPH0202,Sasaki ,13,/,16,0,1.7,1.2,0861B233
871,MUSC 127  02,INTERMEDIATE PIANO I,2,MWF,9:00 AM,BPH0202,Sasaki ,1,/,0,0,0.1,0.1,0861B233
881,MUSC 128  02,INTERMEDIATE PIANO II,2,MWF,9:00 AM,BPH0202,Sasaki ,1,/,0,0,0.1,0.1,0861B233
889,MUSC 222  02,GROUP PIANO 5TH QTR,2,MWF,9:00 AM,BPH0202,Sasaki ,1,/,0,0,0.1,0.1,0861B233
862,MUSC 126  03,BEGINNING GROUP PIANO,2,MWF,10:00 AM,BPH0202,Sasaki ,13,/,16,0,1.7,1.3,0862B233
872,MUSC 127  03,INTERMEDIATE PIANO I,2,MWF,10:00 AM,BPH0202,Sasaki ,2,/,0,0,0.3,0.1,0862B233
882,MUSC 128  03,INTERMEDIATE PIANO II,2,MWF,10:00 AM,BPH0202,Sasaki ,1,/,0,0,0.1,0.1,0862B233
877,MUSC 221  03,ADVANCED GROUP PIANO,2,MWF,10:00 AM,BPH0202,Sasaki ,0,/,0,0,0,0,0862B233
878,MUSC 222  03,ADVANCED GROUP PIANO,2,MWF,10:00 AM,BPH0202,Sasaki ,0,/,0,0,0,0,0862B233
863,MUSC 126  04,BEGINNING GROUP PIANO,2,MWF,12:00 PM,BPH0202,Sasaki ,15,/,0,0,2,1.3,0863B233
873,MUSC 127  04,INTERMEDIATE PIANO I,2,MWF,12:00 PM,BPH0202,Sasaki ,2,/,0,0,0.3,0.1,0863B233
883,MUSC 128  04,INTERMEDIATE PIANO II,2,MWF,12:00 PM,BPH0202,Sasaki ,0,/,1,0,0,0,0863B233
876,MUSC 221  04,ADVANCED GROUP PIANO,2,MWF,12:00 PM,BPH0202,Sasaki ,0,/,0,0,0,0,0863B233
864,MUSC 126  05,BEGINNING GROUP PIANO,2,MWF,1:00 PM,BPH0202,Mesler ,15,/,0,0,2,1.6,0864B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
874,MUSC 127  05,INTERMEDIATE PIANO I,2,MWF,1:00 PM,BPH0202,Mesler ,3,/,0,0,0.4,0.1,0864B233
884,MUSC 128  05,INTERMEDIATE PIANO II,2,MWF,1:00 PM,BPH0202,Mesler ,1,/,0,0,0.1,0.1,0864B233
879,MUSC 221  05,ADVANCED GROUP PIANO,2,MWF,1:00 PM,BPH0202,Mesler ,0,/,0,0,0,0,0864B233
887,MUSC 222  05,DVANCED GROUP PIANO,2,MWF,1:00 PM,BPH0202,Cancel/mar25,0,/,0,0,0,0,0864B233
888,MUSC 223  05,DVANCED GROUP PIANO,2,MWF,1:00 PM,BPH0202,Mesler ,0,/,0,0,0,0,0864B233
904,MUSC 146  01,CENTRAL JAZZ ENSEMBLE,5,MWF,1:00 PM,BPH0104,Kirk ,14,/,0,0,4.7,3.3,0904B233
905,MUSC 147  01,CENTRAL JAZZ ENSEMBLE,5,MWF,1:00 PM,BPH0104,Kirk ,2,/,0,0,0.7,0.7,0904B233
906,MUSC 148  01,CENTRAL JAZZ ENSEMBLE,5,MWF,1:00 PM,BPH0104,Kirk ,2,/,0,0,0.7,0.7,0904B233
1185,CSC 142  01,COMPUTER PROGR/ENGIN/SCI,5,MWF,10:00 AM,SAM0202,Lepeintre ,29,/,0,2,9.7,6,1185B233
1204,ENGR 142  01,COMPUTER PROGR/ENGIN/SCI,5,MWF,10:00 AM,SAM0202,Lepeintre ,2,/,0,4,0.7,0.3,1185B233
1256,MATH 081  GA1,BASIC MATH SKILLS,5,DAILY,9:00 AM,BE 3156,"Firpo, m. ",8,/,0,0,2.7,2.7,1256B233
1268,MATH 084  GA1,ALGEBRA I,5,DAILY,9:00 AM,BE 3156,"Firpo, m. ",16,/,0,3,5.3,5.3,1256B233
1282,MATH 085  GA1,ALGEBRA II,5,DAILY,9:00 AM,BE 3156,"Firpo, m. ",6,/,0,0,2,1.7,1256B233
1301,MATH 098  GA1,INTERMEDIATE ALGEBRA,5,DAILY,9:00 AM,BE 3156,"Firpo, m. ",3,/,0,0,1,0.7,1256B233
1954,MIC 101  HY,INTRO TO MICROCOMP APPS,4,HYBRID - F,12:00 PM,BE 3174,"Moh,yun-jong",15,/,0,0,4,1.9,1954B233
9138,MIC 101  OL,INTRO TO MICROCOMP APPS,4,Online,-,-,"Moh,yun-jong",10,/,0,0,2.7,2.4,1954B233
2596,CFS 110  01,PLAN AGE APP ACT & ENVIR,3,T,6:00 PM,BE 3193,Wolfe k. ,9,/,15,0,1.8,1.4,2595B233
2595,CFS 110  IBS,PLAN AGE APP ACT & ENVIR,3,T,6:00 PM,BE 3193,"Wolfe, k. ",10,/,15,0,2,2,2595B233
2885,PEC 104  01,BEGINNING MARTIAL ARTS,2,MWF,10:00 AM,SAC0207,Gittins ,23,/,0,2,3.1,1.7,2885B233
2887,PEC 105  01,INTERMEDIATE MARTIAL ART,2,MWF,10:00 AM,SAC0207,Gittins ,4,/,0,0,0.5,0.3,2885B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
2889,PEC 106  01,ADVANCED MARTIAL ARTS,2,MWF,10:00 AM,SAC0207,Gittins ,7,/,0,0,0.9,0.5,2885B233
2886,PEC 104  02,BEGINNING MARTIAL ARTS,2,MWF,1:00 PM,SAC0207,Gittins ,24,/,0,3,3.2,2.3,2886B233
2888,PEC 105  02,INTERMED MARTIAL ARTS,2,MWF,1:00 PM,SAC0207,Gittins ,6,/,0,0,0.8,0.7,2886B233
3905,CDS 197  01,FLD PLACEMENT: CHEM DEP,3,Arr,AR:R M,BE 3220,Martin-water,10,/,0,0,1.9,1.9,3905B233
3906,CDS 198  01,FLD PLACEMENT: CHEM DEP,3,Arr,AR:R M,BE 3220,Martin-water,6,/,0,0,1.2,1.2,3905B233
3907,CDS 199  01,FLD PLACEMENT: CHEM DEP,4,Arr,AR:R M,BE 3220,Martin-water,5,/,0,0,1.3,1.3,3905B233
3908,SHS 197  01,FIELD PLACEMENT: SHS,3,Arr,AR:R M,BE 3220,Martin-water,15,/,0,0,3,3,3908B233
3909,SHS 198  01,FIELD PLACEMENT: SHS,3,Arr,AR:R M,BE 3220,Martin-water,11,/,0,0,2.2,2.2,3908B233
3910,SHS 199  01,FIELD PLACEMENT: SHS,4,Arr,AR:R M,BE 3220,Martin-water,4,/,0,0,1.1,1.1,3908B233
4497,ABS 497  01,ADV FIELD PLACEMENT I,5,Arr,AR:R M,BE 3220,Hackett ,9,/,0,0,3,2.3,4497B233
4498,ABS 498  01,ADV FIELD PLACEMENT II,5,Arr,AR:R M,BE 3220,Hackett ,14,/,0,0,4.7,4.3,4497B233
5049,ESL 039  IBS,VOCATIONAL ESL 3,10,DAILY,8:00 AM,BE 3161,"Gibson, j. ",10,/,0,0,4.3,4.3,5049B233
5050,ESL 049  IBS,VOCATIONAL ESL 4,10,DAILY,8:00 AM,,Cancel/dec26,0,/,0,0,0,0,5049B233
5074,ESL 049  02,VOCATIONAL ESL LEVEL 4,3,TWTh,5:00 PM,BE 3120,"Martinez, j.",5,/,0,0,1,1,5074B233
5075,ESL 059  02,VOCATIONAL ESL LEVEL 5,3,TWTh,5:00 PM,BE 3120,"Martinez, j.",14,/,0,0,2.8,2.8,5074B233
5170,ESL 049  02,VOCATIONAL ESL LEVEL 4,5,DAILY,10:00 AM,BE 3134,Cancel/mar25,0,/,0,1,0,0,5170B233
5171,ESL 059  02,VOCATIONAL ESL LEVEL 5,5,DAILY,10:00 AM,BE 3134,"Shah, j.s. ",26,/,0,2,8.7,8.7,5170B233
5172,ESL 049  03,VOCATIONAL ESL LEVEL 4,5,DAILY,10:00 AM,BE 3116,"Loh,andre ",7,/,0,0,2.3,2.3,5172B233
5173,ESL 059  03,VOCATIONAL ESL LEVEL 5,5,DAILY,10:00 AM,BE 3116,"Loh,andre ",9,/,0,0,3,3,5172B233
5174,ESL 049  03,VOCATIONAL ESL LEVEL 4,3,TWTh,5:00 PM,BE 3119,"Scheiner,r. ",5,/,0,0,1,1,5174B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
5175,ESL 059  03,VOCATIONAL ESL LEVEL 5,3,TWTh,5:00 PM,BE 3119,"Scheiner,r. ",12,/,0,0,2.4,2.4,5174B233
5274,ABE 049  IBS,VABE CDA,3,Th,6:00 PM,BE 3214,Saldin ,4,/,0,0,0.8,0.8,5273B233
5273,ESL 059  IBS,VESL CDA,3,Th,6:00 PM,BE 3214,"Saldin, mary",6,/,0,0,1.2,1.2,5273B233
5290,ABE 022  03,ABE 2 COMM,10,DAILY,9:00 AM,,Cancel/dec26,0,/,0,0,0,0,5290B233
5291,ABE 032  03,ABE 3 COMM SKILLS,10,DAILY,9:00 AM,,Cancel/dec26,0,/,0,0,0,0,5290B233
5292,ABE 042  03,ABE 4 COMM SKILLS,10,DAILY,9:00 AM,BE 3134,Cancel-dec ,0,/,0,0,0,0,5290B233
5303,ABE 021  01,ABE 2 MATH,5,DAILY,8:00 AM,BE 3134,"Young, kent ",12,/,0,0,4,4,5303B233
5304,ABE 031  01,ABE LEVEL 3 MATH,5,DAILY,8:00 AM,BE 3134,"Young, kent ",6,/,0,0,2,2,5303B233
5306,ABE 031  01,ABE 3 MATH,5,DAILY,8:00 AM,BE 3120,"John, annie ",7,/,0,0,2.3,2.3,5306B233
5307,ABE 041  01,ABE 4 MATH,5,DAILY,8:00 AM,BE 3120,"John, annie ",21,/,0,0,7,7,5306B233
5309,GED 051  01,GED 5 MATH,5,DAILY,9:00 AM,FA 0406,"Tompson, d. ",25,/,0,1,8.3,8.3,5309B233
5310,GED 061  01,GED 6 MATH,5,DAILY,9:00 AM,FA 0406,"Tompson, d. ",7,/,0,0,2.3,2.3,5309B233
5312,ABE 022  01,ABE 2 COMM,10,DAILY,10:00 AM,BE 3140,Treat ,1,/,0,0,0.7,0.7,5312B233
5313,ABE 032  01,ABE 3 COMM,10,DAILY,10:00 AM,BE 3140,Treat ,11,/,0,0,7.3,7.3,5312B233
5314,ABE 042  01,ABE 4 COMM,10,DAILY,10:00 AM,BE 3140,Treat ,16,/,0,0,10.7,10.7,5312B233
5316,GED 052  01,GED 5 COMM,10,DAILY,10:00 AM,BE 3118,"John, annie ",21,/,0,2,14,14,5316B233
5317,GED 062  01,GED 6 COMM,10,DAILY,10:00 AM,BE 3118,"John, annie ",6,/,0,0,4,4,5316B233
5340,ABE 021  02,ABE 2 MATH,3,TTh,6:00 PM,BE 3117,"Danz, eileen",7,/,0,0,1.4,1.4,5340B233
5341,ABE 031  02,ABE 3 MATH,3,TTh,6:00 PM,BE 3117,"Danz, eileen",8,/,0,0,1.6,1.6,5340B233
5346,ABE 041  02,ABE 4 MATH,3,TTh,6:00 PM,BE 3140,Gribos ,6,/,0,0,1.2,1.2,5346B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
5348,ABE 061  01,ABE 6 MATH,3,TTh,6:00 PM,BE 3140,Gribos ,4,/,0,0,0.8,0.8,5346B233
5349,GED 051  02,GED 5 MATH,3,TTh,6:00 PM,BE 3140,Gribos ,8,/,0,0,1.6,1.6,5346B233
5350,GED 061  02,GED 6 MATH,3,TTh,6:00 PM,BE 3140,Gribos ,5,/,0,0,1,1,5346B233
5361,ABE 022  02,ABE 2 COMM,3,TTh,7:30 PM,BE 3140,Cancel/mar25,0,/,0,0,0,0,5361B233
5363,ABE 032  02,ABE 3 COMM,3,TTh,7:30 PM,BE 3140,Gribos ,1,/,0,0,0.2,0.2,5361B233
5364,ABE 042  02,ABE 4 COMM,3,TTh,7:30 PM,BE 3140,Gribos ,1,/,0,0,0.2,0.2,5361B233
5367,ABE 062  02,ABE 6 COMM,3,TTh,7:30 PM,BE 3140,Gribos ,12,/,0,0,2.4,2.4,5361B233
5366,GED 062  02,GED 6 COMM,3,TTh,7:30 PM,BE 3140,Gribos ,6,/,0,0,1.2,1.2,5361B233
5372,GED 051  SP,GED 5 MATH ESP,5,MW,6:00 PM,BE 3200,"Coots, n. ",22,/,0,0,7.3,7.3,5372B233
5373,GED 061  SP,GED 6 MATH ESP,5,MW,6:00 PM,BE 3200,"Coots, n. ",2,/,0,0,0.7,0.7,5372B233
5374,GED 052  SP,GED 5 COMM ESP,5,TTh,6:00 PM,BE 4179,Forero-moren,21,/,0,0,7,7,5374B233
5375,GED 062  SP,GED 6 COMM ESP,5,TTh,6:00 PM,BE 4179,Forero-moren,4,/,0,0,1.3,1.3,5374B233
5436,ESL 037  01,ESL3 C.A.L.L.,5,DAILY,10:00 AM,BE 3138,"Rodman, kim ",12,/,0,0,4,4,5436B233
5437,ESL 047  01,ESL4 C.A.L.L.,5,DAILY,10:00 AM,BE 3138,"Rodman, kim ",9,/,0,0,3,3,5436B233
5443,ESL 047  02,ESL4 C.A.L.L.,4,MTWTh,1:00 PM,BE 3138,"Loh,andre ",12,/,0,0,3.2,3.2,5443B233
5444,ESL 057  01,ESL5 C.A.L.L.,4,MTWTh,1:00 PM,BE 3138,"Loh,andre ",5,/,0,0,1.3,1.3,5443B233
5450,ESL 037  02,ESL3 C.A.L.L.,5,MTWTh,4:45 PM,,Cancel/dec26,0,/,0,0,0,0,5450B233
5451,ESL 047  03,ESL4 C.A.L.L.,5,MTWTh,4:45 PM,,Cancel/dec26,0,/,0,0,0,0,5450B233
5500,ESL 007  S01,ESL LITERACY,10,MTWTh,9:00 AM,SVI0000,Cuizon-loor ,20,/,0,0,13.3,13.3,5500B233
5501,ESL 010  S01,ESL LEVEL 1,10,MTWTh,9:00 AM,SVI0000,Cuizon-loor ,8,/,0,0,5.3,5.3,5500B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
5502,ESL 020  S01,ESL LEVEL 2,10,MTWTh,9:00 AM,SVI0000,Koval ,13,/,0,0,8.7,8.7,5502B233
5503,ESL 030  S01,ESL LEVEL 3,10,MTWTh,9:00 AM,SVI0000,Koval ,10,/,0,0,6.7,6.7,5502B233
5553,ABE 032  DES,ABE LVL 3 COMM SKILLS,12,MTWTh,9:00 AM,-,"Elizondo,joa",8,/,0,0,6.1,6.1,5553B233
5554,ABE 042  DES,ABE LVL 4 COMM SKILLS,12,MTWTh,9:00 AM,-,"Elizondo,joa",13,/,0,0,9.4,9.4,5553B233
5555,GED 052  DES,GED 5 COMM,12,MTWTh,9:00 AM,-,"Elizondo,joa",7,/,0,0,4.9,4.9,5553B233
5556,GED 062  DES,GED 6 COMM,12,MTWTh,9:00 AM,-,Cancel/mar25,0,/,0,0,0,0,5553B233
5559,ESL 007  AC,ESL LITERACY,10,MTWTh,5:15 PM,-,"Ericksen, r.",9,/,0,0,6,6,5559B233
5560,ESL 010  AC,ESL 1,10,MTWTh,5:15 PM,-,"Ericksen, r.",16,/,0,0,10.7,10.7,5559B233
5561,ESL 010  AC2,ESL 1,5,MW,12:15 PM,-,Kawakami ,15,/,0,0,5,5,5561B233
5562,ESL 020  AC2,ESL 2,5,MW,12:15 PM,-,Kawakami ,9,/,0,0,3,3,5561B233
5568,ESL 010  EL,ESL 1,5,TTh,5:30 PM,-,"Shah, j.s. ",12,/,0,0,4,4,5568B233
5569,ESL 020  EL,ESL 2,5,TTh,5:30 PM,-,"Shah, j.s. ",19,/,0,0,6.3,6.3,5568B233
5575,ESL 049  AC4,VOCATIONAL ESL LEVEL 4,5,TTh,5:30 PM,-,Cancel/dec ,0,/,0,0,0,0,5575B233
5576,ESL 059  AC4,VOCATIONAL ESL LEVEL 5,5,TTh,5:30 PM,-,Cancel/dec ,0,/,0,0,0,0,5575B233
5578,ESL 020  AC3,ESL LEVEL 2,5,TTh,5:15 PM,-,"Pharr, h. ",4,/,0,0,1.3,1.3,5578B233
5579,ESL 030  AC3,ESL LEVEL 3,5,TTh,5:15 PM,-,"Pharr, h. ",10,/,29,0,3.3,3.3,5578B233
5580,ESL 010  UW,ESL-LEVEL 1,4,TTh,11:50 AM,-,"Leung,ellen ",5,/,35,0,1.3,1.3,5580B233
5581,ESL 020  UW,ESL LEVEL 2,4,TTh,11:50 AM,-,"Leung,ellen ",12,/,0,0,3.2,3.2,5580B233
5582,ESL 010  DTL,ESL-LEVEL 1,5,MT,5:00 PM,-,Kawakami ,8,/,0,0,2.7,2.7,5582B233
5583,ESL 020  DTL,ESL-LEVEL 2,5,MT,5:00 PM,-,Kawakami ,4,/,0,0,1.3,1.3,5582B233
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,Cluster
,,,,,,,,,,,List,TOTAL,STATE,
5584,ESL 010  RBL,ESL-LEVEL 1,5,MW,10:15 AM,-,"Bajado, deo ",10,/,0,0,3.3,3.3,5584B233
5585,ESL 020  RBL,ESL-LEVEL 2,5,MW,10:15 AM,-,"Bajado, deo ",10,/,0,0,3.3,3.3,5584B233
